"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"01.02.2021","0,4083","0,3451","0,4230","0,3334","1,32B","18,35%"
"31.01.2021","0,3450","0,3636","0,3766","0,3382","662,74M","-5,12%"
"30.01.2021","0,3636","0,3474","0,3755","0,3373","871,81M","4,61%"
"29.01.2021","0,3476","0,3438","0,3679","0,3310","1,07B","1,12%"
"28.01.2021","0,3437","0,3119","0,3552","0,3046","833,04M","10,19%"
"27.01.2021","0,3120","0,3435","0,3438","0,3047","761,35M","-9,19%"
"26.01.2021","0,3435","0,3431","0,3506","0,3247","627,44M","0,13%"
"25.01.2021","0,3431","0,3531","0,3639","0,3407","752,02M","-2,85%"
"24.01.2021","0,3532","0,3457","0,3688","0,3374","802,72M","2,20%"
"23.01.2021","0,3456","0,3491","0,3575","0,3361","897,55M","-1,23%"
"22.01.2021","0,3499","0,3078","0,3596","0,2810","1,53B","13,69%"
"21.01.2021","0,3077","0,3755","0,3786","0,3000","1,29B","-18,05%"
"20.01.2021","0,3755","0,3678","0,3765","0,3311","1,11B","2,10%"
"19.01.2021","0,3678","0,3710","0,3847","0,3628","984,20M","-0,87%"
"18.01.2021","0,3710","0,3813","0,3967","0,3648","1,24B","-2,70%"
"17.01.2021","0,3813","0,3505","0,3971","0,3416","2,25B","8,56%"
"16.01.2021","0,3512","0,3025","0,3667","0,3023","1,95B","16,10%"
"15.01.2021","0,3025","0,3126","0,3310","0,2788","1,36B","-2,74%"
"14.01.2021","0,3110","0,3127","0,3241","0,2986","","-0,55%"
"13.01.2021","0,3127","0,2887","0,3154","0,2713","1,17B","8,74%"
"12.01.2021","0,2876","0,2759","0,3139","0,2641","1,87B","4,24%"
"11.01.2021","0,2759","0,3017","0,3035","0,2303","2,02B","-8,74%"
"10.01.2021","0,3023","0,3302","0,3405","0,2801","1,43B","-8,43%"
"09.01.2021","0,3302","0,3039","0,3382","0,2962","1,34B","8,62%"
"08.01.2021","0,3040","0,2980","0,3213","0,2647","2,23B","1,98%"
"07.01.2021","0,2980","0,3328","0,3535","0,2800","2,42B","-10,44%"
"06.01.2021","0,3328","0,2589","0,3470","0,2541","3,05B","28,66%"
"05.01.2021","0,2586","0,2258","0,2639","0,2072","2,21B","14,52%"
"04.01.2021","0,2258","0,2057","0,2396","0,1927","2,23B","9,82%"
"03.01.2021","0,2057","0,1773","0,2096","0,1729","1,39B","15,97%"
"02.01.2021","0,1773","0,1751","0,1845","0,1686","980,36M","1,31%"
"01.01.2021","0,1750","0,1814","0,1846","0,1702","770,70M","-3,49%"
"31.12.2020","0,1814","0,1840","0,1862","0,1758","731,46M","-1,44%"
"30.12.2020","0,1840","0,1910","0,1932","0,1753","1,18B","-3,64%"
"29.12.2020","0,1910","0,1764","0,1966","0,1736","2,11B","8,26%"
"28.12.2020","0,1764","0,1546","0,1801","0,1530","1,29B","14,09%"
"27.12.2020","0,1546","0,1583","0,1661","0,1496","1,18B","-2,33%"
"26.12.2020","0,1583","0,1575","0,1624","0,1492","913,69M","0,51%"
"25.12.2020","0,1575","0,1530","0,1669","0,1503","983,16M","2,96%"
"24.12.2020","0,1530","0,1365","0,1545","0,1318","1,09B","12,07%"
"23.12.2020","0,1365","0,1566","0,1578","0,1264","1,20B","-12,86%"
"22.12.2020","0,1567","0,1527","0,1610","0,1491","777,26M","2,59%"
"21.12.2020","0,1527","0,1620","0,1661","0,1479","700,21M","-5,74%"
"20.12.2020","0,1620","0,1643","0,1689","0,1579","571,96M","-1,40%"
"19.12.2020","0,1643","0,1650","0,1705","0,1630","570,48M","-0,44%"
"18.12.2020","0,1650","0,1634","0,1694","0,1587","705,00M","0,98%"
"17.12.2020","0,1634","0,1682","0,1760","0,1608","1,11B","-2,84%"
"16.12.2020","0,1682","0,1538","0,1683","0,1492","756,99M","9,35%"
"15.12.2020","0,1538","0,1582","0,1600","0,1529","439,64M","-2,84%"
"14.12.2020","0,1583","0,1541","0,1584","0,1496","363,18M","2,77%"
"13.12.2020","0,1540","0,1443","0,1566","0,1430","525,60M","6,79%"
"12.12.2020","0,1443","0,1392","0,1472","0,1391","411,01M","3,62%"
"11.12.2020","0,1392","0,1417","0,1428","0,1349","505,09M","-1,73%"
"10.12.2020","0,1417","0,1480","0,1486","0,1396","489,74M","-4,26%"
"09.12.2020","0,1480","0,1413","0,1501","0,1300","853,86M","4,75%"
"08.12.2020","0,1413","0,1540","0,1549","0,1383","687,63M","-8,30%"
"07.12.2020","0,1540","0,1587","0,1589","0,1515","413,79M","-2,91%"
"06.12.2020","0,1587","0,1599","0,1626","0,1532","494,18M","-0,79%"
"05.12.2020","0,1599","0,1478","0,1618","0,1462","614,13M","8,19%"
"04.12.2020","0,1478","0,1641","0,1645","0,1464","750,34M","-9,92%"
"03.12.2020","0,1641","0,1587","0,1682","0,1557","705,56M","3,44%"
"02.12.2020","0,1587","0,1557","0,1597","0,1509","811,58M","2,00%"
"01.12.2020","0,1555","0,1721","0,1743","0,1438","1,66B","-9,61%"
"30.11.2020","0,1721","0,1665","0,1736","0,1601","1,46B","3,36%"
"29.11.2020","0,1665","0,1649","0,1710","0,1574","1,43B","0,94%"
"28.11.2020","0,1649","0,1415","0,1720","0,1391","1,77B","16,59%"
"27.11.2020","0,1415","0,1385","0,1452","0,1308","1,22B","2,14%"
"26.11.2020","0,1385","0,1552","0,1603","0,1207","2,26B","-10,78%"
"25.11.2020","0,1552","0,1670","0,1753","0,1476","1,62B","-7,05%"
"24.11.2020","0,1670","0,1693","0,1826","0,1519","2,53B","8,06%"
"23.11.2020","0,1545","0,1457","0,1589","0,1414","2,05B","6,10%"
"22.11.2020","0,1457","0,1335","0,1533","0,1201","2,69B","9,07%"
"21.11.2020","0,1335","0,1184","0,1346","0,1164","1,50B","12,84%"
"20.11.2020","0,1183","0,1059","0,1189","0,1056","720,77M","11,77%"
"19.11.2020","0,1059","0,1065","0,1081","0,1045","449,27M","-0,61%"
"18.11.2020","0,1065","0,1095","0,1115","0,1023","692,60M","-2,72%"
"17.11.2020","0,1095","0,1039","0,1122","0,1036","662,41M","5,42%"
"16.11.2020","0,1039","0,1006","0,1049","0,0995","342,83M","3,29%"
"15.11.2020","0,1006","0,1041","0,1053","0,0986","380,82M","-3,35%"
"14.11.2020","0,1041","0,1063","0,1072","0,1015","545,70M","-2,14%"
"13.11.2020","0,1063","0,1046","0,1080","0,1041","424,38M","1,70%"
"12.11.2020","0,1046","0,1060","0,1066","0,1026","386,56M","-1,35%"
"11.11.2020","0,1060","0,1060","0,1088","0,1055","424,73M","0,00%"
"10.11.2020","0,1060","0,1053","0,1091","0,1038","485,03M","0,61%"
"09.11.2020","0,1053","0,1066","0,1080","0,1014","563,63M","-1,16%"
"08.11.2020","0,1066","0,1013","0,1083","0,1000","503,32M","5,21%"
"07.11.2020","0,1013","0,1091","0,1137","0,0991","1,08B","-7,08%"
"06.11.2020","0,1090","0,0975","0,1100","0,0971","756,24M","11,77%"
"05.11.2020","0,0975","0,0954","0,0980","0,0921","545,76M","2,20%"
"04.11.2020","0,0954","0,0936","0,0962","0,0917","504,11M","1,95%"
"03.11.2020","0,0936","0,0923","0,0940","0,0882","463,60M","1,46%"
"02.11.2020","0,0923","0,0981","0,1000","0,0916","479,67M","-5,95%"
"01.11.2020","0,0981","0,0930","0,0986","0,0926","68,03M","5,51%"
"31.10.2020","0,0930","0,0933","0,0954","0,0921","402,66M","-0,36%"
"30.10.2020","0,0933","0,0954","0,0956","0,0897","573,50M","-2,21%"
"29.10.2020","0,0954","0,0987","0,1007","0,0949","519,80M","-3,41%"
"28.10.2020","0,0988","0,1026","0,1033","0,0954","559,72M","-3,74%"
"27.10.2020","0,1026","0,1031","0,1056","0,1019","399,49M","-0,43%"
"26.10.2020","0,1031","0,1064","0,1075","0,0991","455,16M","-3,10%"
"25.10.2020","0,1064","0,1080","0,1087","0,1061","260,65M","-1,52%"
"24.10.2020","0,1080","0,1081","0,1098","0,1073","328,29M","-0,07%"
"23.10.2020","0,1081","0,1108","0,1120","0,1054","385,50M","-2,44%"
"22.10.2020","0,1108","0,1059","0,1127","0,1052","517,21M","4,47%"
"21.10.2020","0,1060","0,1023","0,1085","0,1014","582,73M","3,69%"
"20.10.2020","0,1023","0,1086","0,1088","0,1009","635,03M","-5,93%"
"19.10.2020","0,1087","0,1073","0,1110","0,1061","402,60M","1,27%"
"18.10.2020","0,1073","0,1059","0,1076","0,1051","253,57M","1,28%"
"17.10.2020","0,1060","0,1041","0,1072","0,1032","347,45M","1,90%"
"16.10.2020","0,1040","0,1066","0,1073","0,1023","73,15M","-2,49%"
"15.10.2020","0,1067","0,1071","0,1076","0,1046","449,88M","-0,38%"
"14.10.2020","0,1071","0,1093","0,1123","0,1053","675,41M","-2,08%"
"13.10.2020","0,1093","0,1095","0,1142","0,1077","864,29M","-0,17%"
"12.10.2020","0,1095","0,1065","0,1134","0,1023","817,34M","2,86%"
"11.10.2020","0,1065","0,1050","0,1090","0,1042","636,86M","1,44%"
"10.10.2020","0,1050","0,1013","0,1111","0,1013","1,01B","3,60%"
"09.10.2020","0,1013","0,0962","0,1025","0,0949","610,83M","5,34%"
"08.10.2020","0,0962","0,0937","0,0971","0,0900","522,49M","2,61%"
"07.10.2020","0,0937","0,0929","0,0944","0,0895","415,84M","0,89%"
"06.10.2020","0,0929","0,0975","0,0986","0,0915","563,64M","-4,67%"
"05.10.2020","0,0975","0,0968","0,0994","0,0959","506,97M","0,67%"
"04.10.2020","0,0968","0,0933","0,0980","0,0921","403,64M","3,79%"
"03.10.2020","0,0933","0,0928","0,0952","0,0922","373,34M","0,53%"
"02.10.2020","0,0928","0,0980","0,1002","0,0899","794,85M","-5,33%"
"01.10.2020","0,0980","0,1013","0,1045","0,0951","633,98M","-3,29%"
"30.09.2020","0,1013","0,1011","0,1016","0,0968","519,54M","0,26%"
"29.09.2020","0,1011","0,1004","0,1035","0,0975","627,55M","0,65%"
"28.09.2020","0,1004","0,1013","0,1066","0,1001","788,73M","-0,85%"
"27.09.2020","0,1013","0,0955","0,1024","0,0943","716,50M","6,11%"
"26.09.2020","0,0955","0,0969","0,0997","0,0924","678,24M","-1,49%"
"25.09.2020","0,0969","0,0825","0,0985","0,0824","1,17B","17,40%"
"24.09.2020","0,0825","0,0766","0,0837","0,0756","641,68M","7,77%"
"23.09.2020","0,0766","0,0815","0,0828","0,0756","493,21M","-5,98%"
"22.09.2020","0,0815","0,0797","0,0833","0,0793","527,85M","2,22%"
"21.09.2020","0,0797","0,0893","0,0901","0,0775","806,98M","-10,76%"
"20.09.2020","0,0893","0,0914","0,0922","0,0876","385,33M","-2,31%"
"19.09.2020","0,0914","0,0910","0,0931","0,0905","342,09M","0,38%"
"18.09.2020","0,0911","0,0941","0,0941","0,0897","234,73M","-3,19%"
"17.09.2020","0,0941","0,0914","0,0946","0,0908","539,47M","2,93%"
"16.09.2020","0,0914","0,0931","0,0933","0,0897","637,88M","-1,83%"
"15.09.2020","0,0931","0,0966","0,0979","0,0929","549,79M","-3,65%"
"14.09.2020","0,0966","0,0950","0,0980","0,0931","552,29M","1,69%"
"13.09.2020","0,0950","0,0977","0,0997","0,0926","452,10M","-2,70%"
"12.09.2020","0,0977","0,0969","0,0984","0,0945","349,31M","0,75%"
"11.09.2020","0,0969","0,0970","0,0975","0,0931","456,90M","-0,08%"
"10.09.2020","0,0970","0,0933","0,0994","0,0933","579,55M","3,95%"
"09.09.2020","0,0933","0,0910","0,0957","0,0893","459,46M","2,53%"
"08.09.2020","0,0910","0,0936","0,0969","0,0885","725,15M","-2,73%"
"07.09.2020","0,0936","0,0926","0,0941","0,0863","689,52M","1,05%"
"06.09.2020","0,0926","0,0900","0,0956","0,0856","713,37M","2,92%"
"05.09.2020","0,0900","0,1017","0,1039","0,0862","989,94M","-11,51%"
"04.09.2020","0,1017","0,0948","0,1039","0,0928","1,24B","7,26%"
"03.09.2020","0,0948","0,1149","0,1169","0,0928","982,10M","-17,54%"
"02.09.2020","0,1149","0,1245","0,1264","0,1110","692,55M","-7,69%"
"01.09.2020","0,1245","0,1225","0,1280","0,1191","647,01M","1,68%"
"31.08.2020","0,1225","0,1175","0,1266","0,1131","805,51M","4,22%"
"30.08.2020","0,1175","0,1162","0,1187","0,1137","438,73M","1,07%"
"29.08.2020","0,1163","0,1093","0,1178","0,1082","430,43M","6,37%"
"28.08.2020","0,1093","0,1072","0,1113","0,1061","498,13M","1,97%"
"27.08.2020","0,1072","0,1144","0,1156","0,1022","734,80M","-6,31%"
"26.08.2020","0,1144","0,1124","0,1181","0,1102","601,41M","1,79%"
"25.08.2020","0,1124","0,1236","0,1239","0,1055","868,15M","-9,10%"
"24.08.2020","0,1236","0,1214","0,1269","0,1201","403,13M","1,85%"
"23.08.2020","0,1214","0,1253","0,1259","0,1195","365,80M","-3,09%"
"22.08.2020","0,1253","0,1229","0,1262","0,1184","459,12M","1,90%"
"21.08.2020","0,1229","0,1340","0,1342","0,1215","568,98M","-8,26%"
"20.08.2020","0,1340","0,1296","0,1344","0,1261","465,46M","3,40%"
"19.08.2020","0,1296","0,1370","0,1382","0,1266","632,39M","-5,39%"
"18.08.2020","0,1370","0,1405","0,1439","0,1345","503,01M","-2,50%"
"17.08.2020","0,1405","0,1388","0,1447","0,1374","652,12M","1,21%"
"16.08.2020","0,1388","0,1384","0,1395","0,1350","373,36M","0,29%"
"15.08.2020","0,1384","0,1383","0,1416","0,1365","468,83M","0,10%"
"14.08.2020","0,1383","0,1394","0,1410","0,1375","437,03M","-0,80%"
"13.08.2020","0,1394","0,1367","0,1419","0,1322","629,97M","1,99%"
"12.08.2020","0,1367","0,1369","0,1378","0,1243","688,90M","-0,14%"
"11.08.2020","0,1368","0,1439","0,1444","0,1318","577,55M","-4,87%"
"10.08.2020","0,1439","0,1452","0,1465","0,1419","538,55M","-0,91%"
"09.08.2020","0,1452","0,1468","0,1522","0,1421","680,86M","-1,09%"
"08.08.2020","0,1468","0,1388","0,1475","0,1373","497,23M","5,77%"
"07.08.2020","0,1388","0,1443","0,1470","0,1333","545,18M","-3,83%"
"06.08.2020","0,1443","0,1422","0,1457","0,1400","443,60M","1,46%"
"05.08.2020","0,1422","0,1433","0,1452","0,1403","460,38M","-0,73%"
"04.08.2020","0,1433","0,1372","0,1479","0,1363","677,47M","4,41%"
"03.08.2020","0,1372","0,1337","0,1391","0,1322","424,27M","2,61%"
"02.08.2020","0,1337","0,1442","0,1482","0,1267","902,03M","-7,24%"
"01.08.2020","0,1442","0,1388","0,1466","0,1383","674,87M","3,82%"
"31.07.2020","0,1388","0,1405","0,1411","0,1359","416,19M","-1,15%"
"30.07.2020","0,1405","0,1392","0,1425","0,1370","498,13M","0,89%"
"29.07.2020","0,1392","0,1488","0,1497","0,1386","817,30M","-6,43%"
"28.07.2020","0,1488","0,1387","0,1507","0,1349","1,18B","7,31%"
"27.07.2020","0,1387","0,1482","0,1497","0,1304","1,72B","-6,42%"
"26.07.2020","0,1482","0,1435","0,1542","0,1416","1,60B","3,24%"
"25.07.2020","0,1435","0,1220","0,1456","0,1219","1,37B","17,68%"
"24.07.2020","0,1220","0,1242","0,1243","0,1208","353,46M","-1,80%"
"23.07.2020","0,1242","0,1238","0,1260","0,1237","410,78M","0,28%"
"22.07.2020","0,1238","0,1231","0,1245","0,1205","352,25M","0,58%"
"21.07.2020","0,1231","0,1178","0,1245","0,1169","512,49M","4,56%"
"20.07.2020","0,1178","0,1240","0,1241","0,1161","438,33M","-4,99%"
"19.07.2020","0,1239","0,1227","0,1247","0,1213","376,55M","1,03%"
"18.07.2020","0,1227","0,1222","0,1247","0,1183","553,94M","0,36%"
"17.07.2020","0,1222","0,1260","0,1265","0,1219","579,38M","-2,99%"
"16.07.2020","0,1260","0,1306","0,1330","0,1187","1,12B","-3,52%"
"15.07.2020","0,1306","0,1324","0,1327","0,1275","748,53M","-1,37%"
"14.07.2020","0,1324","0,1244","0,1348","0,1212","1,16B","6,42%"
"13.07.2020","0,1244","0,1269","0,1357","0,1222","1,41B","-1,96%"
"12.07.2020","0,1269","0,1252","0,1284","0,1206","887,71M","1,37%"
"11.07.2020","0,1252","0,1184","0,1270","0,1180","972,21M","5,74%"
"10.07.2020","0,1184","0,1240","0,1242","0,1105","1,47B","-4,52%"
"09.07.2020","0,1240","0,1299","0,1299","0,1177","1,75B","-4,56%"
"08.07.2020","0,1299","0,1177","0,1382","0,1150","2,92B","10,43%"
"07.07.2020","0,1177","0,1051","0,1189","0,1030","1,49B","11,97%"
"06.07.2020","0,1051","0,0983","0,1064","0,0973","971,56M","6,94%"
"05.07.2020","0,0983","0,1000","0,1001","0,0943","828,32M","-1,74%"
"04.07.2020","0,1000","0,0966","0,1011","0,0960","962,94M","3,56%"
"03.07.2020","0,0966","0,0929","0,1019","0,0923","1,38B","3,89%"
"02.07.2020","0,0929","0,0969","0,0969","0,0880","1,40B","-4,03%"
"01.07.2020","0,0969","0,0830","0,0969","0,0825","1,11B","16,64%"
"30.06.2020","0,0830","0,0839","0,0847","0,0819","455,05M","-1,02%"
"29.06.2020","0,0839","0,0803","0,0844","0,0803","655,43M","4,43%"
"28.06.2020","0,0803","0,0774","0,0811","0,0763","487,63M","3,80%"
"27.06.2020","0,0774","0,0806","0,0810","0,0749","459,37M","-4,03%"
"26.06.2020","0,0806","0,0817","0,0818","0,0797","370,20M","-1,25%"
"25.06.2020","0,0817","0,0825","0,0835","0,0788","559,70M","-1,08%"
"24.06.2020","0,0825","0,0828","0,0871","0,0801","874,13M","-0,28%"
"23.06.2020","0,0828","0,0836","0,0844","0,0816","388,38M","-0,96%"
"22.06.2020","0,0836","0,0784","0,0839","0,0783","461,60M","6,62%"
"21.06.2020","0,0784","0,0795","0,0809","0,0782","328,80M","-1,43%"
"20.06.2020","0,0795","0,0799","0,0802","0,0772","371,98M","-0,51%"
"19.06.2020","0,0799","0,0818","0,0819","0,0787","551,93M","-2,31%"
"18.06.2020","0,0818","0,0835","0,0845","0,0801","650,93M","-1,94%"
"17.06.2020","0,0834","0,0792","0,0837","0,0774","857,71M","5,39%"
"16.06.2020","0,0792","0,0782","0,0796","0,0768","645,47M","1,21%"
"15.06.2020","0,0782","0,0764","0,0798","0,0695","1,11B","2,38%"
"14.06.2020","0,0764","0,0790","0,0791","0,0758","271,37M","-3,33%"
"13.06.2020","0,0790","0,0795","0,0796","0,0773","399,50M","-0,54%"
"12.06.2020","0,0795","0,0753","0,0808","0,0750","674,43M","5,59%"
"11.06.2020","0,0753","0,0836","0,0850","0,0742","986,23M","-9,93%"
"10.06.2020","0,0836","0,0829","0,0839","0,0795","845,30M","0,79%"
"09.06.2020","0,0829","0,0864","0,0867","0,0829","417,68M","-4,09%"
"08.06.2020","0,0864","0,0865","0,0869","0,0846","433,67M","-0,11%"
"07.06.2020","0,0865","0,0862","0,0886","0,0828","848,38M","0,41%"
"06.06.2020","0,0862","0,0852","0,0872","0,0849","538,99M","1,17%"
"05.06.2020","0,0852","0,0888","0,0891","0,0840","1,05B","-4,08%"
"04.06.2020","0,0888","0,0855","0,0902","0,0840","1,88B","3,86%"
"03.06.2020","0,0855","0,0788","0,0857","0,0773","1,63B","8,53%"
"02.06.2020","0,0788","0,0809","0,0824","0,0717","1,70B","-2,64%"
"01.06.2020","0,0809","0,0742","0,0829","0,0737","2,07B","9,11%"
"31.05.2020","0,0742","0,0769","0,0863","0,0724","2,73B","-3,53%"
"30.05.2020","0,0769","0,0647","0,0774","0,0637","1,72B","18,81%"
"29.05.2020","0,0647","0,0650","0,0665","0,0626","1,02B","-0,42%"
"28.05.2020","0,0650","0,0551","0,0674","0,0549","1,06B","17,91%"
"27.05.2020","0,0551","0,0535","0,0559","0,0530","451,11M","2,92%"
"26.05.2020","0,0535","0,0539","0,0541","0,0520","390,24M","-0,65%"
"25.05.2020","0,0539","0,0514","0,0543","0,0511","485,43M","4,75%"
"24.05.2020","0,0514","0,0549","0,0561","0,0514","410,63M","-6,31%"
"23.05.2020","0,0549","0,0557","0,0565","0,0542","358,31M","-1,51%"
"22.05.2020","0,0557","0,0521","0,0570","0,0513","612,15M","7,03%"
"21.05.2020","0,0521","0,0569","0,0576","0,0504","710,78M","-8,42%"
"20.05.2020","0,0569","0,0568","0,0576","0,0541","539,81M","0,19%"
"19.05.2020","0,0568","0,0543","0,0570","0,0526","520,70M","4,50%"
"18.05.2020","0,0543","0,0513","0,0550","0,0511","591,41M","5,92%"
"17.05.2020","0,0513","0,0510","0,0522","0,0509","259,51M","0,51%"
"16.05.2020","0,0510","0,0503","0,0514","0,0499","337,38M","1,51%"
"15.05.2020","0,0503","0,0510","0,0519","0,0498","441,86M","-1,42%"
"14.05.2020","0,0510","0,0515","0,0520","0,0504","470,38M","-0,99%"
"13.05.2020","0,0515","0,0504","0,0522","0,0496","498,25M","2,14%"
"12.05.2020","0,0504","0,0479","0,0510","0,0477","654,24M","5,02%"
"11.05.2020","0,0480","0,0476","0,0500","0,0450","1,02B","0,80%"
"10.05.2020","0,0476","0,0515","0,0516","0,0427","1,16B","-7,49%"
"09.05.2020","0,0515","0,0520","0,0530","0,0514","457,37M","-0,97%"
"08.05.2020","0,0520","0,0512","0,0537","0,0509","606,90M","1,59%"
"07.05.2020","0,0512","0,0489","0,0515","0,0484","491,77M","4,59%"
"06.05.2020","0,0489","0,0495","0,0511","0,0487","426,75M","-1,03%"
"05.05.2020","0,0495","0,0494","0,0505","0,0487","453,11M","0,00%"
"04.05.2020","0,0494","0,0490","0,0501","0,0461","748,26M","0,86%"
"03.05.2020","0,0490","0,0509","0,0517","0,0477","496,99M","-3,72%"
"02.05.2020","0,0509","0,0509","0,0514","0,0495","411,83M","0,00%"
"01.05.2020","0,0509","0,0476","0,0518","0,0475","630,03M","7,06%"
"30.04.2020","0,0476","0,0514","0,0543","0,0471","1,22B","-7,54%"
"29.04.2020","0,0514","0,0468","0,0520","0,0468","839,19M","9,90%"
"28.04.2020","0,0468","0,0465","0,0480","0,0460","567,45M","0,69%"
"27.04.2020","0,0465","0,0459","0,0476","0,0443","756,60M","1,22%"
"26.04.2020","0,0459","0,0422","0,0461","0,0419","671,41M","8,75%"
"25.04.2020","0,0422","0,0417","0,0436","0,0411","468,58M","1,40%"
"24.04.2020","0,0417","0,0408","0,0439","0,0408","845,26M","2,01%"
"23.04.2020","0,0408","0,0366","0,0425","0,0365","857,99M","11,49%"
"22.04.2020","0,0366","0,0345","0,0367","0,0344","256,43M","6,05%"
"21.04.2020","0,0345","0,0339","0,0350","0,0338","299,92M","1,73%"
"20.04.2020","0,0339","0,0355","0,0366","0,0339","427,11M","-4,40%"
"19.04.2020","0,0355","0,0365","0,0367","0,0351","349,28M","-2,79%"
"18.04.2020","0,0365","0,0343","0,0370","0,0343","312,67M","6,40%"
"17.04.2020","0,0343","0,0345","0,0349","0,0341","256,35M","-0,35%"
"16.04.2020","0,0345","0,0319","0,0350","0,0309","506,50M","8,15%"
"15.04.2020","0,0319","0,0331","0,0337","0,0318","228,57M","-3,78%"
"14.04.2020","0,0331","0,0331","0,0337","0,0327","245,24M","0,00%"
"13.04.2020","0,0331","0,0335","0,0335","0,0319","372,89M","-1,03%"
"12.04.2020","0,0335","0,0335","0,0349","0,0329","270,20M","0,00%"
"11.04.2020","0,0334","0,0332","0,0341","0,0327","310,11M","0,71%"
"10.04.2020","0,0332","0,0361","0,0362","0,0322","491,59M","-7,95%"
"09.04.2020","0,0361","0,0364","0,0366","0,0353","306,33M","-0,92%"
"08.04.2020","0,0364","0,0353","0,0368","0,0353","436,34M","3,30%"
"07.04.2020","0,0353","0,0360","0,0369","0,0346","603,01M","-2,05%"
"06.04.2020","0,0360","0,0319","0,0360","0,0319","557,45M","12,87%"
"05.04.2020","0,0319","0,0325","0,0325","0,0316","209,56M","-1,77%"
"04.04.2020","0,0325","0,0323","0,0326","0,0318","320,80M","0,60%"
"03.04.2020","0,0323","0,0319","0,0327","0,0316","371,03M","1,16%"
"02.04.2020","0,0319","0,0309","0,0335","0,0308","534,58M","3,13%"
"01.04.2020","0,0309","0,0305","0,0309","0,0294","409,24M","1,57%"
"31.03.2020","0,0305","0,0297","0,0306","0,0295","307,35M","2,67%"
"30.03.2020","0,0297","0,0281","0,0303","0,0280","397,03M","5,69%"
"29.03.2020","0,0281","0,0297","0,0300","0,0281","357,14M","-5,66%"
"28.03.2020","0,0297","0,0288","0,0300","0,0278","511,50M","3,24%"
"27.03.2020","0,0288","0,0308","0,0314","0,0285","465,02M","-6,58%"
"26.03.2020","0,0308","0,0295","0,0309","0,0292","394,15M","4,71%"
"25.03.2020","0,0295","0,0302","0,0304","0,0288","450,64M","-2,56%"
"24.03.2020","0,0302","0,0293","0,0304","0,0288","495,08M","3,34%"
"23.03.2020","0,0293","0,0270","0,0298","0,0266","606,34M","8,18%"
"22.03.2020","0,0270","0,0294","0,0304","0,0269","571,39M","-8,17%"
